Persona,Specific Clause Referenced,comment,label
Auditor/Practicing Professional,(1) Accessible,The accessibility requirement (1) is vital for ensuring the C&AG or tax authorities can conduct immediate audits.,Positive
Auditor/Practicing Professional,(6) Annual Intimation,"Verifying the accuracy of the service provider details (IP address, location) on an annual basis is a necessary audit check.",Neutral
Auditor/Practicing Professional,(5)(e) Foreign Control,The requirement to name the person in control in India (5e) ensures clear local accountability for records held overseas.,Positive
Auditor/Practicing Professional,(1) Audit Trail,The audit trail feature ensures that each and every transaction has a verifiable history.,Neutral
Auditor/Practicing Professional,(2) Complete and Unaltered,"Records must remain complete and unaltered, which is a core auditing principle.",Neutral
Auditor/Practicing Professional,(5) Law Permit,Records can only be disposed of if permitted by law.,Neutral
Auditor/Practicing Professional,(6) Filing,The intimation is required at the time of filing of financial statement.,Neutral
Auditor/Practicing Professional,(1) Electronic Mode,The rule applies to books maintained in electronic mode.,Neutral
Auditor/Practicing Professional,(5) Backup Location,The backup must be kept in servers physically located in India.,Neutral
Auditor/Practicing Professional,(6)(c) Location,Disclosure of the service provider's location is required wherever applicable.,Neutral
Auditor/Practicing Professional,(2) Accurate Presentation,"The format must present accurately the information generated, sent or received.",Neutral
Auditor/Practicing Professional,(5) System,There must be a proper system for storage and retrieval.,Neutral
Auditor/Practicing Professional,(6)(d) Cloud,Disclosure of the cloud address is necessary if the records are maintained on the cloud.,Neutral
Policy Maker/Academic,(1) Proviso (Audit Trail),The audit trail rule is a landmark corporate governance measure that significantly enhances financial transparency and audit quality in India.,Positive
Policy Maker/Academic,(5) Proviso (Daily Backup),"The daily backup in India mandate (5) is a strong data localization and national security measure, but potentially creates trade barriers.",Neutral
Policy Maker/Academic,(3) Branch Integrity,The rule against altering branch information (3) is essential for maintaining the reliability of subsidiary data in consolidated accounts.,Positive
Policy Maker/Academic,(1) Proviso (Effective Date),The deferment of the audit trail requirement three times (2021 $\rightarrow$ 2022 $\rightarrow$ 2023) reflects regulatory inability to enforce a key policy due to corporate unpreparedness.,Negative
Policy Maker/Academic,(5)(e) Outside India Control,Requiring an identified person in control in India for foreign service providers (5e) is a necessary jurisdictional anchor for legal action.,Positive
Policy Maker/Academic,(1) Accessible at All Times,The accessible at all times requirement (1) is a non-negotiable principle for regulatory and tax authorities.,Neutral
Policy Maker/Academic,(5) Appropriateness Check,The check by the Audit Committee or Board on the system's appropriateness is a good internal governance control.,Neutral
Policy Maker/Academic,(2) Format Integrity,Requiring the complete and unaltered retention of records is essential for the legal admissibility of electronic records.,Neutral
Policy Maker/Academic,(6) Annual Disclosure,The annual filing of service provider details is necessary for the Registrar's surveillance of the company's IT environment.,Neutral
Policy Maker/Academic,(5) Backup,The mandatory backup requirement is a necessary corporate risk mitigation policy.,Neutral
Policy Maker/Academic,Explanation,"The rule correctly links ""electronic mode"" back to the definitions in the Information Technology Act, 2000.",Neutral
Policy Maker/Academic,(4) Legible Form,The requirement for legible display is a basic standard for document presentation.,Neutral
Policy Maker/Academic,(1) Usable for Subsequent Reference,The rule ensures records are maintained in a format usable for subsequent reference.,Neutral
Policy Maker/Academic,(5) Disposal,The restriction on disposal (5) reinforces the statutory retention period requirements.,Neutral
Policy Maker/Academic,(6) Intimation,The intimation is required on an annual basis.,Neutral
Policy Maker/Academic,(1) Proviso (Changes),The edit log must record each change made in the books of account.,Neutral
Policy Maker/Academic,(2) Unaltered,The information must remain complete and unaltered.,Neutral
Policy Maker/Academic,(5) Storage,"The system must be capable of storage, retrieval, display, and printout.",Neutral
Policy Maker/Academic,(6)(b) IP Address,The IP address is a key piece of information for tracing the location of the servers.,Neutral
Policy Maker/Academic,(5) Proviso,The backup must be kept even if the original is at a place outside India.,Neutral
Policy Maker/Academic,(6)(d) Cloud Address,The disclosure of the cloud address is necessary for cloud-based maintenance.,Neutral
Policy Maker/Academic,(1) Proviso,"The rule applies to the financial year commencing on or after the 1st day of April, 2023.",Neutral
Policy Maker/Academic,(2) Format,Records must be retained in the format in which they were originally generated or a format that accurately presents the information.,Neutral
Policy Maker/Academic,(6)(c) Location,The location of the service provider must be disclosed.,Neutral
Policy Maker/Academic,(5) Board/Committee,The system must be deemed appropriate by the Audit Committee or the Board.,Neutral
Director,(4) POA/Agent Ban,"The rule strictly mandates that financial information must be sought by the director himself and not by or through his power of attorney holder or agent, which is highly restrictive for busy directors.",Negative
Director,(1) Summarised Returns,"The requirement that only summarised returns of branch books be sent to the registered office limits the director's access to the necessary detailed, raw data.",Negative
Director,(3) 15-day Deadline,"The company has only fifteen days to produce the requested financial information, which is a tight deadline for records maintained outside India.",Negative
Director,(2) Request Details,"The director must furnish a request setting out the full details of the financial information sought and the period, which adds a bureaucratic hurdle to accessing necessary data.",Negative
Director,(4) Agent Restriction,The ban on using an agent or representative means directors cannot delegate the review of highly technical financial documents to experts.,Negative
Director,(1) Quarterly Intervals,"The summarised returns are only sent at quarterly intervals, leaving the director without up-to-date information for most of the year.",Negative
Director,(2) Vague Information,"The rule applies to any other financial information maintained outside the country, which is vague and could lead to disputes over what is included.",Negative
Director,(1) Inspection,"The summarised returns shall be kept and maintained at the registered office and kept open to directors for inspection, ensuring local access.",Neutral
Director,(3) Production,"The company shall produce such financial information upon request, establishing a clear right of access.",Neutral
Director,(4) Director's Right,The rule clearly specifies the director's personal right to information.,Neutral
Director,(2) Full Details,The request must set out the full details of the financial information sought.,Neutral
Director,(3) 15 days,The time limit for producing information is fifteen days from the date of receipt of the written request.,Neutral
Director,(1) Summarised,Only summarised returns of books of account are sent to the registered office.,Neutral
Director,(2) Period Sought,The request must specify the period for which such information is sought.,Neutral
Director,(4) Self-Sought,The information must be sought for by the director himself.,Neutral
Director,(1) Branch Books,The rule applies to the books of account kept and maintained outside India.,Neutral
Director,(2) Written Request,The director shall furnish a written request to the company.,Neutral
Director,(3) Date of Receipt,The 15-day clock starts from the date of receipt of the written request.,Neutral
Director,(4) No Representative,The director cannot use a representative to seek the information.,Negative
Director,(1) Registered Office,The summarised returns must be kept and maintained at the registered office of the company.,Neutral
Director,(2) Other Information,The rule applies to any other financial information maintained outside the country.,Neutral
Director,(3) Financial Information,The company shall produce the financial information.,Neutral
Director,(4) No POA,The restriction on using a POA (4) unnecessarily complicates the governance role for non-resident directors.,Negative
Director,(1) Open to Inspection,The summarised returns are kept open to directors for inspection.,Neutral
Director,(2) Director,The director shall furnish a request to the company.,Neutral
Director,(3) Company,The company is responsible for producing the information.,Neutral
Director,(4) Agent Ban,Banning the use of an agent (4) implies a lack of trust in the director's professional advisors.,Negative
Director,(1) Maintenance,The returns must be kept and maintained at the registered office.,Neutral
Director,(2) Full Details,The requirement for full details (2) is a necessary step to prevent fishing expeditions.,Positive
Director,(3) 15-day Deadline,The 15-day deadline is difficult to meet for documents located outside India.,Negative
Director,(4) Self-Request,The rule ensures the director takes personal responsibility for the request.,Positive
Corporate Reader,(1) Quarterly Burden,Sending summarised returns at quarterly intervals requires significant administrative effort every three months.,Negative
Corporate Reader,(3) 15-day Production,"The fifteen-day production deadline is extremely challenging to meet for retrieving, translating, and verifying records held outside India.",Negative
Corporate Reader,(4) POA/Agent Ban,"The ban on agents means the company must communicate directly with the director, which can be inefficient due to time zone differences.",Negative
Corporate Reader,(2) Vague Scope,"The term ""any other financial information"" (2) is too broad, leading to potential disputes over the validity of a director's request.",Negative
Corporate Reader,(2) Detailed Request,The requirement for the director to provide full details and the period of the sought information is a necessary administrative control.,Positive
Corporate Reader,(1) Summarised Returns,"The branch must prepare a summarised return specifically for the registered office, creating an extra reporting layer.",Negative
Corporate Reader,(3) Production,Failure to produce the information within 15 days constitutes a direct violation of the rules.,Negative
Corporate Reader,(4) Self-Sought,The director seeking the information himself prevents the company from dealing with external legal representatives.,Positive
Corporate Reader,(1) Records,The rule covers books of account kept and maintained outside India.,Neutral
Corporate Reader,(2) Request,The company receives a request from a director for financial information.,Neutral
Corporate Reader,(3) Deadline,"The 15-day period is a specific, measurable time limit.",Neutral
Corporate Reader,(4) Agent Ban,The ban on agents simplifies the company's internal process by dealing only with the director.,Neutral
Corporate Reader,(1) Inspection,The returns are open for inspection by directors.,Neutral
Corporate Reader,(2) Full Details,The company should insist on full details in the request.,Neutral
Corporate Reader,(3) Written Request,The production obligation is triggered by a written request.,Neutral
Corporate Reader,(4) Compliance,Ensuring the director complies with sub-rules (2) and (3) is the company's protection against frivolous requests.,Neutral
Corporate Reader,(1) Quarterly,The returns must be sent quarterly.,Neutral
Corporate Reader,(2) Other Information,The request applies to other financial information maintained outside the country.,Neutral
Corporate Reader,(3) Production,The company must produce the information.,Neutral
Corporate Reader,(4) Restriction,The restriction on the director's representative is a legal constraint.,Neutral
Corporate Reader,(1) Maintenance,The returns must be kept at the registered office.,Neutral
Corporate Reader,(2) Request,The request must be furnished to the company.,Neutral
Corporate Reader,(3) Days,The production must be done within 15 days.,Neutral
Corporate Reader,(4) Representative,The director cannot use a representative.,Neutral
Legal Counsel,(4) Agent Ban Rationale,"The prohibition on using a POA/agent limits the director's ability to obtain independent legal review of financial data, potentially insulating the management.",Negative
Legal Counsel,(1) Summarised/Detailed Distinction,"The rule draws a potentially litigable distinction between ""summarised returns of the books of account"" (1) and ""any other financial information"" (2).",Negative
Legal Counsel,(3) 15-day Liability,"The 15-day deadline imposes a fixed, statutory liability on the company for timely cross-border information retrieval.",Negative
Legal Counsel,(2) Information Sought,The request process is legally sound as it forces the director to precisely define the scope of the information sought.,Neutral
Legal Counsel,(4) Self-Sought,"The director himself must seek the information, which reinforces the personal nature of the director's fiduciary duty.",Positive
Legal Counsel,(1) Quarterly Submission,"The quarterly submission of returns is a clear, fixed compliance schedule.",Neutral
Legal Counsel,(3) Written Request,"The obligation to produce is triggered only by a written request, providing necessary legal documentation.",Neutral
Legal Counsel,(2) Full Details,The requirement for full details and the period sought prevents vague requests.,Neutral
Legal Counsel,(1) Inspection,The summarised returns are legally required to be open to directors for inspection.,Neutral
Legal Counsel,(4) No Agent,The exclusion of agents (4) avoids complex legal issues related to the scope and authority of a director's representative.,Neutral
Legal Counsel,(2) Outside India,The rule applies only to information maintained outside the country.,Neutral
Legal Counsel,(3) Final Deadline,The 15-day deadline is the final administrative limit for production.,Neutral
Legal Counsel,(1) Legal Maintenance,The returns must be legally kept and maintained at the registered office.,Neutral
Legal Counsel,(2) Director,The rule focuses on the right of a director to seek information.,Neutral
Legal Counsel,(4) No Representative,The exclusion of a representative is a clear legal constraint.,Neutral
Legal Counsel,(1) Books of Account,The returns are from the books of account of the company.,Neutral
Legal Counsel,(2) Information Sought,The information must be clearly sought by the director.,Neutral
Legal Counsel,(3) Receipt Date,The deadline is calculated from the date of receipt of the written request.,Neutral
Legal Counsel,(4) Power of Attorney,The use of a power of attorney holder is strictly prohibited.,Negative
Legal Counsel,(1) Sent to Office,The returns shall be sent to the registered office.,Neutral
Legal Counsel,(2) Setting Out Details,The director must set out the full details of the information sought.,Neutral
Legal Counsel,(3) Production,The company shall produce the financial information.,Neutral
Legal Counsel,(4) Himself,The director must seek the information himself.,Neutral
Legal Counsel,(1) Outside India,The books are maintained outside India.,Neutral
Legal Counsel,(2) Period Sought,The request must clearly state the period.,Neutral
Legal Counsel,(3) Within 15 days,The information must be produced within 15 days.,Neutral
Legal Counsel,(4) Agent,The use of an agent is prohibited.,Neutral
Legal Counsel,(1) Summarised Returns,Only summarized returns are sent quarterly.,Neutral
Legal Counsel,(2) Written Request,The request must be in writing.,Neutral
Legal Counsel,(3) Date,The deadline starts from the date of receipt.,Neutral
Legal Counsel,(4) Representative,The director cannot use a representative.,Neutral
Legal Counsel,(1) Quarterly Intervals,The returns are sent at quarterly intervals.,Neutral
Legal Counsel,(2) Financial Information,The rule applies to other financial information.,Neutral
Legal Counsel,(3) Produce,The company must produce the information.,Neutral
Legal Counsel,(4) Director,The director must seek the information.,Neutral
Legal Counsel,(1) Inspection,The returns are open to inspection.,Neutral
Legal Counsel,(2) Director,The director furnishes the request.,Neutral
Legal Counsel,(3) Written Request,The production is based on a written request.,Neutral
Legal Counsel,(4) Restriction,The restriction is clearly defined.,Neutral
Legal Counsel,(1) Registered Office,The returns are kept at the registered office.,Neutral
Legal Counsel,(2) Full Details,Full details must be provided.,Neutral
Legal Counsel,(3) Company,The company produces the information.,Neutral
Legal Counsel,(4) POA,The use of a POA is prohibited.,Neutral
Legal Counsel,(1) Summarised,Only summarised returns are sent.,Neutral
Legal Counsel,(2) Period,The period for which information is sought must be provided.,Neutral
Legal Counsel,(3) 15 days,The deadline is 15 days.,Neutral
Legal Counsel,(1) Quarterly,The returns are sent quarterly.,Neutral
Legal Counsel,(2) Other Information,The rule applies to other financial information.,Neutral
Legal Counsel,(3) Date of Receipt,The deadline starts from the date of receipt.,Neutral
Legal Counsel,(2) Director,The director seeks the information.,Neutral
Legal Counsel,(4) Restriction,The restriction is on the director.,Neutral
Legal Counsel,(2) Request,The request is furnished to the company.,Neutral
Legal Counsel,(3) Financial Information,The required financial information is produced.,Neutral
Legal Counsel,(4) Self,The director must seek the information himself.,Neutral
Legal Counsel,(1) Maintained,The returns are kept and maintained at the registered office.,Neutral
Legal Counsel,(2) Setting Out,The director sets out the full details.,Neutral
Legal Counsel,(3) Written Request,The deadline starts from the written request.,Neutral
Legal Counsel,(4) POA,The ban on POA is a clear rule.,Neutral
Legal Counsel,(1) Returns,The returns are summarised.,Neutral
Legal Counsel,(2) Sought,The information is sought by the director.,Neutral
Legal Counsel,(3) Produce,The company shall produce the information.,Neutral
Legal Counsel,(4) Agent,The ban on an agent is explicit.,Neutral
Legal Counsel,(1) Intervals,The returns are sent at quarterly intervals.,Neutral
Legal Counsel,(2) Period,The period for which information is sought must be specified.,Neutral
Legal Counsel,(3) Deadline,The 15-day deadline is fixed.,Neutral
Legal Counsel,(4) Representative,The representative ban is clear.,Neutral
Legal Counsel,(1) Books,The books are maintained outside India.,Neutral
Legal Counsel,(2) Written,The request must be written.,Neutral
Legal Counsel,(3) Company,The company must produce the information.,Neutral
Legal Counsel,(4) Restriction,The restriction is on using a representative.,Neutral
CFO/Group Accountant,Further Proviso (i) Member Consent,"Obtaining written non-objection from all other members, including those not entitled to vote, is extremely difficult and often impossible in large, complex partial subsidiaries.",Negative
CFO/Group Accountant,Further Proviso (i) Delivery Proof,"The company must maintain proof of delivery of the intimation to all other members, adding a significant administrative and documentation burden.",Negative
CFO/Group Accountant,Further Proviso (iii) Holding Company Filing,"The exemption depends on the ultimate or any intermediate holding company filing CFS in compliance with AS, which is an external dependency we cannot control.",Negative
CFO/Group Accountant,Second Further Proviso (Consolidation),"The entire rule creates a confusing, multi-layered set of exceptions from the primary consolidation requirement.",Negative
CFO/Group Accountant,(48) Associate/JV Temporary,"The exemption for companies with only associates/JVs (4th proviso) was temporary (FY 2014-2015), leading to a mandatory change in accounting policy the following year.",Negative
CFO/Group Accountant,Original Substituted Content,"The previous wording of the second proviso, restricting exemption to a wholly-owned subsidiary whose parent was not incorporated outside India, was overly restrictive.",Negative
CFO/Group Accountant,Main Rule,"The consolidation must be made in accordance with Schedule III of the Act and the applicable accounting standards, requiring compliance with two separate frameworks.",Neutral
CFO/Group Accountant,First Proviso,The first proviso provides sufficient relief for companies not required to prepare CFS under AS by only enforcing Schedule III provisions.,Positive
CFO/Group Accountant,Further Proviso (ii) Listing,"The company's securities must not be listed or in the process of listing, which is a clear and necessary qualification for the exemption.",Neutral
CFO/Group Accountant,Further Proviso (i) Wholly-Owned,The exemption is straightforward for a wholly-owned subsidiary.,Positive
CFO/Group Accountant,Further Proviso (iii) Filing with Registrar,"The holding company must file its CFS with the Registrar, ensuring the public record is complete.",Neutral
CFO/Group Accountant,Third Further Proviso (Foreign Sub),The temporary exemption for companies with subsidiaries incorporated outside India only was useful for that specific financial year.,Neutral
CFO/Group Accountant,Further Proviso (ii) Listing Scope,"The listing restriction covers exchanges whether in India or outside India, which is a wide and appropriate scope.",Neutral
CFO/Group Accountant,Main Rule,The consolidation of financial statements is mandatory unless an exemption applies.,Neutral
CFO/Group Accountant,Third Further Proviso (End Date),"The temporary exemption only lasted until 31st March, 2015, forcing early compliance planning.",Negative
CFO/Group Accountant,Original Content,"The original rule structure was simpler, but the subsequent amendments introduced necessary complexity.",Neutral
CFO/Group Accountant,Further Proviso (i) Object,The rule correctly ensures that members who are not entitled to vote must still be given the right to object.,Neutral
CFO/Group Accountant,Further Proviso (i) Partially-Owned,The exemption is possible for a partially-owned subsidiary.,Neutral
CFO/Group Accountant,Further Proviso (iii) AS Compliance,The holding company's CFS must be in compliance with the applicable Accounting Standards.,Neutral
CFO/Group Accountant,Further Proviso (ii) Process of Listing,Exclusion for being in the process of listing is a necessary and clear compliance check.,Neutral
CFO/Group Accountant,Third Further Proviso (Legal),The temporary exemption applies subject to any other law or regulation.,Neutral
Auditor/Practicing Professional,Further Proviso (i) Non-Objection,Certifying that all other members (including those not entitled to vote) have been intimated and do not object is the highest compliance risk in the rule.,Negative
Auditor/Practicing Professional,Further Proviso (i) Delivery Proof,"The auditor must verify the proof of delivery of the written intimation, adding a high documentation burden.",Negative
Auditor/Practicing Professional,Further Proviso (iii) Holding Co. CFS,Auditing the exemption requires verifying that the ultimate/intermediate holding company's CFS is compliant with AS and filed with the Registrar.,Negative
Auditor/Practicing Professional,Substitution History,The frequent substitution of the second proviso (Amendment 3) indicates major instability in the regulatory definition of the consolidation exemption.,Negative
Auditor/Practicing Professional,First Proviso,The first proviso creates a dual standard where some companies are relieved of AS compliance but must adhere to Schedule III.,Neutral
Auditor/Practicing Professional,Further Proviso (ii) Listing Check,"The listing check (listed or in the process of listing) is a necessary, high-stakes verification point.",Neutral
Auditor/Practicing Professional,Third Further Proviso (Temporary),Auditing a temporary exemption (4th proviso) requires confirming the specific financial year of application.,Neutral
Auditor/Practicing Professional,Main Rule,The consolidation must adhere to both Schedule III and applicable accounting standards.,Neutral
Auditor/Practicing Professional,Further Proviso (i) Member Scope,"The non-objection requirement applies to all other members, not just equity shareholders.",Neutral
Auditor/Practicing Professional,Further Proviso (iii) AS Compliance,Verifying that the holding company's CFS complies with AS is outside the scope of the subsidiary's audit but must be confirmed.,Negative
Auditor/Practicing Professional,Third Further Proviso (Associate/JV),The temporary exemption for companies with only associate companies or JVs was a necessary policy decision for simplification.,Neutral
Auditor/Practicing Professional,Original Substituted Content,The original rule (Amendment 3) was clearer but too restrictive in its application to intermediate wholly-owned subsidiaries.,Neutral
Auditor/Practicing Professional,Further Proviso (i) Written Intimation,"The intimation to members must be in writing, which is a necessary compliance check.",Neutral
Auditor/Practicing Professional,Further Proviso (iii) Ultimate/Intermediate,The CFS must be filed by the ultimate or any intermediate holding company.,Neutral
Auditor/Practicing Professional,Further Proviso (ii) Global Check,"The non-listing check must cover any stock exchange, whether in India or outside India.",Neutral
Auditor/Practicing Professional,First Proviso,The first proviso ensures companies under Section 129(3) are not subject to conflicting accounting standards.,Positive
Auditor/Practicing Professional,Third Further Proviso,The temporary exemption for foreign subsidiaries (5th proviso) was a necessary administrative relief.,Neutral
Policy Maker/Academic,Further Proviso (i) Member Safeguard,The non-objection clause protects the rights of minority shareholders (including those not entitled to vote) from losing access to CFS transparency.,Positive
Policy Maker/Academic,Further Proviso (iii) Ultimate Consolidation,"The condition that the ultimate holding company files CFS ensures that the consolidated information is still publicly available, making the exemption valid.",Positive
Policy Maker/Academic,Further Proviso (ii) Public Interest,The non-listing requirement correctly identifies that the exemption is only for entities with no significant public interest.,Positive
Policy Maker/Academic,Substitution History,"The frequent substitution of the second proviso (Amendments 3, 4) suggests initial regulatory misalignment with the practical needs of group structures.",Negative
Policy Maker/Academic,Further Proviso (i) Partial Subsidiary,Extending the exemption to partially-owned subsidiaries demonstrates policy responsiveness to diverse group structures.,Neutral
Policy Maker/Academic,Third Further Proviso (Temporary),The temporary exemption for associates/JVs (4th proviso) was a stop-gap measure while accounting standards on JVs were being finalized.,Neutral
Policy Maker/Academic,Third Further Proviso (Foreign Sub),The temporary exemption for foreign subsidiaries (5th proviso) was a pragmatic relief for a specific financial year.,Neutral
Policy Maker/Academic,Main Rule,The rule correctly anchors consolidation in Schedule III and applicable accounting standards.,Neutral
Policy Maker/Academic,Further Proviso (i) Delivery Proof,Requiring proof of delivery is a necessary governance check on the member intimation process.,Neutral
Policy Maker/Academic,Further Proviso (iii) Registrar Filing,Mandating that the holding company's CFS be filed with the Registrar is crucial for public record access.,Neutral
Policy Maker/Academic,Original Content,The original rule was clear but lacked the necessary flexibility for common group structures.,Neutral
Policy Maker/Academic,Further Proviso (i) Written Intimation,"The intimation must be in writing, which is a necessary legal requirement.",Neutral
Policy Maker/Academic,Further Proviso (ii) Global Listing,The global scope of the non-listing check is essential for ensuring the intent of the rule is met.,Neutral
Policy Maker/Academic,First Proviso,The first proviso prevents smaller companies from being unfairly burdened by dual compliance.,Neutral
Policy Maker/Academic,Further Proviso (iii) Ultimate/Intermediate,"The rule correctly allows consolidation at any intermediate level, preventing the need for parallel consolidation.",Neutral
Policy Maker/Academic,Further Proviso (i) Non-objection,"The member non-objection is the key element of the exemption, requiring active consent by omission.",Neutral
Policy Maker/Academic,Third Further Proviso (Law/Regulation),"The subject to ""any other law or regulation"" clause is a necessary legal hedge.",Neutral
Policy Maker/Academic,Third Further Proviso (Date),"The temporary exemption date (31st March, 2015) is specific and clear.",Neutral
Policy Maker/Academic,Original Substitution,The substitution of the second proviso in 2016 introduced the necessary clarity and flexibility that the original rule lacked.,Positive
Policy Maker/Academic,Further Proviso (i) All Members,The rule's application to all its other members is crucial for governance.,Neutral
Policy Maker/Academic,Further Proviso (ii) Listing Process,Excluding companies in the process of listing is a necessary preventative measure.,Neutral
Policy Maker/Academic,Further Proviso (iii) AS Compliance,Compliance with applicable Accounting Standards for the holding company's CFS is mandatory.,Neutral
Policy Maker/Academic,Main Rule,The foundation of the rule is Schedule III compliance.,Neutral
Policy Maker/Academic,Further Proviso (i) Wholly-owned,The inclusion of wholly-owned subsidiaries simplifies reporting.,Neutral
Policy Maker/Academic,Further Proviso (iii) Registrar,The Registrar filing ensures public disclosure.,Neutral
Policy Maker/Academic,Third Further Proviso,The temporary exemption was a practical necessity.,Neutral
CFO/Accountant,(1) Deemed Standards,Operating under deemed accounting standards (1956 Act) creates significant regulatory uncertainty regarding future compliance and financial reporting.,Negative
CFO/Accountant,(2) Standard Prescription,"The standard prescription process is excessively slow and bureaucratic, involving the Central Government, ICAI, and NACAS during the transition.",Negative
CFO/Accountant,(2) NFRA Constitution,The delay in the National Financial Reporting Authority (NFRA) being constituted means our regulatory future remains in limbo.,Negative
CFO/Accountant,(1) Deemed Standards,The reliance on old 1956 Act standards means our current financial reporting is based on potentially outdated principles.,Negative
CFO/Accountant,(2) Addendum,"The Central Government may prescribe any addendum thereto (2), creating the risk of unexpected, late changes to existing standards.",Negative
CFO/Accountant,(2) Transitional Body,"The standard-setting process relies on the National Advisory Committee on Accounting Standards (NACAS), a body constituted under the old 1956 Act.",Negative
CFO/Accountant,(1) Future Uncertainty,"The standards are deemed valid until accounting standards are specified by the Central Government under section 133, leaving the end date open-ended.",Negative
CFO/Accountant,(2) ICAI Role,"The standards are merely recommended by the Institute of Chartered Accountants of India (ICAI), not formally prescribed by them, reducing the sense of finality.",Negative
CFO/Accountant,(2) Examination,"The Central Government must examine the recommendations made by the NACAS, adding an extra layer of procedural delay.",Negative
CFO/Accountant,(1) Legal Basis,"The Companies Act, 1956 (1 of 1956) is the legal basis for our current accounting standards.",Neutral
CFO/Accountant,(2) NFRA,The transition is valid Till the National Financial Reporting Authority is constituted.,Neutral
CFO/Accountant,(1) Section 133,New standards will be specified by the Central Government under Section 133.,Neutral
CFO/Accountant,(2) CG Role,The Central Government may prescribe the standards of accounting.,Neutral
CFO/Accountant,(1) Deemed,The old standards are deemed to be the accounting standards.,Neutral
CFO/Accountant,(2) NACAS,The process involves the National Advisory Committee on Accounting Standards (NACAS).,Neutral
CFO/Accountant,(2) ICAI,The standards are recommended by the Institute of Chartered Accountants of India.,Neutral
CFO/Accountant,(1) Act 1956,"The standards are those specified under the Companies Act, 1956.",Neutral
CFO/Accountant,(2) Section 132,The NFRA is constituted under Section 132 of the Act.,Neutral
CFO/Accountant,(2) Consultation,The ICAI recommendations are made in consultation with the Central Government.,Negative
CFO/Accountant,(1) Standards,The rule addresses the standards of accounting.,Neutral
CFO/Accountant,(2) Addendum,The Central Government may prescribe any addendum to the standards.,Neutral
CFO/Accountant,(1) Transitional,The rule provides Transitional Provisions for accounting standards.,Neutral
CFO/Accountant,(2) Prescription,The Central Government can prescribe the standards.,Neutral
CFO/Accountant,(2) Examination,The Central Government examines the NACAS recommendations.,Neutral
CFO/Accountant,(1) Deemed Standards,"The current standards are only deemed, which is a weak legal foundation.",Negative
CFO/Accountant,(2) NFRA Delay,The continued delay in constituting the NFRA is an example of slow institutional reform.,Negative
CFO/Accountant,(1) Certainty,The lack of a fixed transition date creates regulatory chaos.,Negative
CFO/Accountant,(2) Prescription,"The Central Government prescribing standards is a political process, not a technical one.",Negative
CFO/Accountant,(2) Complexity,"The involvement of three layers (ICAI, NACAS, CG) makes the prescription highly bureaucratic.",Negative
CFO/Accountant,(1) Outdated Principles,Relying on 1956 Act standards hinders the adoption of modern accounting principles.,Negative
Auditor/Practicing Professional,(1) Audit Liability,"Auditing financial statements based on ""deemed"" standards increases audit risk due to potential retrospective changes in legal interpretation.",Negative
Auditor/Practicing Professional,(2) Standard Setting Risk,"The standard-setting process relies on the Central Government's examination of recommendations, which is non-transparent and subject to delays.",Negative
Auditor/Practicing Professional,(2) NACAS Body,The continued relevance of NACAS (a 1956 Act body) during the transition period creates an institutional overlap problem.,Negative
Auditor/Practicing Professional,(2) Addendum,The possibility of the Central Government prescribing any addendum (2) means audit methodology must be continually adjusted for interim rules.,Negative
Auditor/Practicing Professional,(1) Legal Risk,"The legal basis for the standards is tenuous, being based on a ""deeming"" provision of the old Act.",Negative
Auditor/Practicing Professional,(2) ICAI Consultation,"The ICAI's role is merely recommendatory, weakening the technical authority in the prescription process.",Negative
Auditor/Practicing Professional,(2) NFRA Delay,The non-constitution of NFRA means the intended independent regulatory oversight is absent.,Negative
Auditor/Practicing Professional,(1) Standards,The old standards are the legal benchmark until new standards are specified.,Neutral
Auditor/Practicing Professional,(2) Prescription,The Central Government has the statutory authority to prescribe the standards.,Neutral
Auditor/Practicing Professional,(2) Examination,The Central Government must examine the recommendations before prescription.,Neutral
Auditor/Practicing Professional,(1) Companies Act,"The legal transition is a consequence of the Companies Act, 2013.",Neutral
Auditor/Practicing Professional,(2) Transition,The rule governs the period Till the National Financial Reporting Authority is constituted.,Neutral
Auditor/Practicing Professional,(1) Section 133,New standards will be specified under Section 133.,Neutral
Auditor/Practicing Professional,(2) Addendum,The provision for an addendum allows for necessary minor adjustments to existing standards.,Neutral
Auditor/Practicing Professional,(1) Deemed,The standards are deemed to be the accounting standards.,Neutral
Auditor/Practicing Professional,(2) NACAS Role,NACAS is involved in the standard-setting recommendation process.,Neutral
Auditor/Practicing Professional,(1) Accounting,The rule applies to accounting standards.,Neutral
Auditor/Practicing Professional,(2) ICAI Role,ICAI is responsible for recommending the standards.,Neutral
Auditor/Practicing Professional,(2) CG Role,The Central Government prescribes the standards.,Neutral
Auditor/Practicing Professional,(1) Transition,The provision is necessary for the transition period.,Neutral
Auditor/Practicing Professional,(2) Section 210A,NACAS was constituted under Section 210A of the old Act.,Neutral
Auditor/Practicing Professional,(1) 1956 Act,The old standards are anchored in the 1956 Act.,Neutral
Auditor/Practicing Professional,(2) Section 132,NFRA is the body intended to take over standard prescription.,Neutral
Policy Maker/Academic,(2) Institutional Delay,The reliance on NACAS (an old Act body) and the Central Government's examination highlights the slow pace of implementing the intended NFRA governance model.,Negative
